date,SleepTime,MoodScore,ActivityTime,Caffeine,PhoneTime,PM10,Temp,Humidity
20240426,7.631759352100333,62.463506480853816,3.965960653356771,0,4.1676668989407535,64,17.8,61.1
20240427,9.081821601187206,77.02999213071627,7.130316935299999,2,5.004540288741011,45,18.2,56.4
20240428,8.784763869317864,85.01655618871374,6.023349004804085,1,3.3441892869676177,35,20.7,53.5
20240429,9.75619246675967,74.22429214771536,4.948506944832872,2,4.9652199451941526,41,20.9,48.0
20240430,8.983580446766538,74.78846219710384,3.3036043784408085,0,3.97146451094581,58,18.6,62.5
20240501,9.554374989299784,80.36539598275007,7.154058861087414,3,5.468879910630181,24,18.5,46.0
20240502,10.0,78.32337276387543,3.821251943961708,3,3.9986744660730418,34,18.1,48.4
20240503,7.736987376876133,63.73229829880152,1.2967140282045433,2,5.177859624754616,45,19.7,46.9
20240504,8.495467055488335,80.00747343932521,2.637969329190164,0,4.242283824660888,55,21.4,44.8
20240505,8.50720412312325,55.7282655399342,3.913188322106921,0,4.277166882522955,25,17.8,87.4
20240506,8.691489208546994,57.26155441457499,2.0721796280288647,2,4.970946667280375,9,13.9,92.9
20240507,9.1443088522339,71.07561949825164,1.2894381975369391,2,4.1538963104071005,21,13.3,77.3
20240508,8.999915701099695,54.51020920267088,3.1437652799370075,2,1.5288634247827932,20,14.7,58.8
20240509,8.512318949407085,73.70002346160786,5.982088480020523,2,2.864178423544913,30,16.1,63.6
20240510,9.688024438658486,65.94118403839511,4.432568887604192,2,5.830405041742193,30,17.9,55.6
20240511,8.621085905388561,59.69949516957694,3.770555482221914,1,3.305281436118789,18,17.0,80.0
20240512,8.675339963500758,66.66397085448702,5.052352333524043,3,5.100539700182309,68,16.6,65.0
20240513,8.52835992234192,72.02149347179106,3.068638693929953,0,2.091399781203456,28,18.3,51.9
20240514,9.567298349764693,94.79159175184388,5.573933085518511,0,5.800095895696442,27,18.8,43.3
20240515,9.620077626946856,70.86177953727972,5.315205882713912,4,3.2975319199667057,21,12.6,74.3
20240516,9.42838284467308,78.45103055100965,5.253052557096327,3,6.325762018509685,15,13.7,61.3
20240517,8.710923107059196,71.1727884658372,5.571615129252963,4,3.809535726330349,44,18.3,63.6
20240518,9.145320712171134,67.55673730673166,4.156780877700564,4,4.459201467194024,26,20.7,65.3
20240519,8.397348632586825,74.54552245784413,6.244361993667258,4,3.599582516883367,23,21.5,63.1
20240520,9.606928950324226,80.60405098202716,2.879591228065084,1,4.430730278186199,29,19.4,75.0
20240521,8.73241330086624,65.02181769130014,6.004408566198461,0,2.542993342212239,43,21.7,68.1
20240522,9.59767412612506,76.19216079972927,5.516003207577727,3,4.463508273464714,61,20.5,68.9
20240523,8.307953812045554,61.07343399149913,0.1297546047918931,0,5.252399885235253,32,20.2,67.9
20240524,9.030011569903085,74.43374959977525,6.670363498408702,4,4.156302208190799,34,20.1,75.1
20240525,8.604900901171561,77.59192255169872,7.115111139746324,1,3.32706291626091,31,21.4,62.8
20240526,9.527127002077052,78.6599628544927,5.671668492365219,2,5.896377898775024,25,19.9,74.3
20240527,8.985011370250277,68.63125907319808,4.226048937480532,1,5.186991079132801,25,18.5,63.4
20240528,9.942291484401023,77.17766383638218,5.255803964642246,4,4.617588208048017,15,20.4,54.8
20240529,7.926559188819785,81.98121374576431,8.403428125364606,0,3.5124655127874984,24,21.2,51.6
20240530,9.5308587668045,89.21776503841052,8.410262355164377,1,3.073101531414549,25,20.7,49.1
20240531,8.977781106022833,81.63587277799299,4.457459564684577,1,3.748762891422962,23,20.4,60.0
20240601,9.304224071745834,81.8032764308729,6.094081939724554,1,3.0685574649358403,27,20.7,61.3
20240602,8.410425215255213,56.93129995462456,3.3574024141319043,3,3.654043804609527,20,20.4,51.9
20240603,6.722230062741884,53.65348601906378,4.178316140341183,0,3.810714042702432,13,22.2,47.4
20240604,8.02282287231552,77.60663635855278,5.439490140351945,2,3.245339235056069,16,22.8,42.1
20240605,10.0,81.74669139635559,8.467344316547592,2,4.293163076854018,37,23.6,53.9
20240606,9.1801576871214,71.03783695548601,5.539482681662877,3,3.695538601200131,41,24.1,54.3
20240607,9.40773121209643,91.33049957123306,8.459364433246177,2,3.8617726007129902,29,23.1,54.3
20240608,8.68678017267055,70.11336288013747,3.5343860055195915,2,5.007949622891087,23,20.3,79.5
20240609,8.222731117046955,54.40214255871299,2.6512925482525502,3,4.07263899449129,29,22.9,68.9
20240610,9.681372385402602,62.06110478750237,6.43954813973141,4,4.197903067448232,46,24.7,66.3
20240611,8.741261213428034,70.70629597697092,7.957497659248622,3,3.9540812762570576,64,25.4,62.4
20240612,9.695371297424584,77.12971483799029,5.6238269151110645,4,4.47195754335872,30,24.8,60.8
20240613,7.7996080421129825,71.58020992025018,6.154419723737904,0,3.190892883119406,30,26.4,51.4
20240614,8.716858069066767,62.966227374735496,4.676554622030857,3,3.4134260617663785,34,26.3,56.0
20240615,7.993313798835542,72.14474554618056,5.2039461863033045,1,2.946035169625052,26,24.2,72.3
20240616,9.21107565570301,76.64379265440893,3.7781696283965447,0,3.4116770191863286,20,24.3,58.4
20240617,8.722241829857085,78.04103802459716,1.4497773258133302,2,4.441691375837058,20,24.8,48.4
20240618,9.701504049750046,65.47204787097499,5.605975651181621,2,4.084736974166049,26,26.0,59.5
20240619,9.629915450649795,72.42214570283373,3.53529415050088,1,4.26701397145663,37,28.8,54.3
20240620,7.94374510630518,59.40221651471276,0.3074019026040151,1,2.7664792559456544,40,29.4,45.1
20240621,9.783623637433536,64.004485733334,6.638982800978602,4,5.101798188988225,34,28.1,49.8
20240622,10.0,69.30975655864407,5.133540828289408,3,4.644548775677938,28,24.2,80.6
20240623,7.957705276505151,61.99128189429062,5.884303151110085,2,3.092135072787157,13,25.1,79.5
20240624,9.000934490601336,73.98299384796105,5.944442252873149,0,3.858647309270612,54,24.3,70.4
20240625,8.529657773864612,66.95025712131124,1.931865461059932,4,3.738504028818911,19,22.9,61.9
20240626,8.36375162758333,64.32793911010596,3.5836591480562072,3,2.438856006477099,24,24.9,61.0
20240627,8.868675437678977,76.84824169836904,3.5782218634933427,0,3.376429979953652,27,26.3,55.0
20240628,8.868953399517622,62.5908279919694,4.928975548799477,4,3.6438828844997513,37,26.6,54.6
20240629,8.648801633258413,72.25829679608401,2.819463804718832,1,3.4203693285193704,29,26.7,65.1
20240630,9.110327707867702,71.99667599746829,4.29211487233617,1,4.109918995406187,18,23.5,88.5
20240701,9.394472935195456,61.35135755136271,4.731684900045285,2,2.789924957855372,24,26.3,69.1
20240702,10.0,69.69213081263565,4.402202054171059,4,5.271987240406843,16,23.2,90.0
20240703,8.50043648636509,59.40496997035583,0.8939752848046223,0,2.463146819071992,25,24.7,80.3
20240704,8.277485318026415,60.0541715453804,2.3349320090787344,1,2.740850919519458,40,26.8,74.8
20240705,9.39687717575723,83.79582887817843,5.198621578881678,2,4.5043287031697465,18,23.4,80.5
20240706,10.0,68.76581109904012,6.422068028869638,4,4.057253680966446,28,25.1,84.1
20240707,9.840018380119137,74.0365144283759,5.452158213837003,3,5.446735779452461,21,24.4,85.1
20240708,8.761908943934172,71.18945933895505,4.237690780365123,0,4.375027558818086,10,23.8,93.4
20240709,8.985529167909046,77.63159636617512,9.318837905053387,4,4.607292199810464,13,24.5,86.9
20240710,10.0,82.26452325774767,4.759482559095835,4,4.629410096102244,11,26.6,77.1
20240711,9.608894282505842,72.01010888210925,0.847780848557607,0,5.253126305518585,35,25.7,79.6
20240712,9.149510117895025,67.92183125489512,3.2675060986549744,4,2.9027339277796687,36,25.6,79.5
20240713,10.0,69.2947680995177,1.7509659006118476,4,5.22426043685284,47,28.1,70.0
20240714,7.557334480469771,67.37562834485404,5.456903866887769,3,2.607263967627282,30,28.4,65.9
20240715,9.750824518406407,75.11136434618977,4.540250411777177,2,4.068721471415994,9,28.4,64.6
20240716,9.318657576170809,75.22874593509526,6.707038148255833,1,3.5570567294301,12,27.0,78.4
20240717,7.920152695681542,69.73271751248912,5.254979272864315,3,2.526086468213074,9,25.4,91.6
20240718,9.470731575804365,80.34738272879277,2.871315958541186,2,6.481725523973863,8,24.3,95.3
20240719,9.35664466028342,73.46472123083944,4.979205064506845,4,3.407102205132637,24,27.0,80.1
20240720,9.253747465630171,69.44814436888473,2.091469204032747,4,3.991997193718874,15,27.2,80.4
20240721,9.28133352086398,70.47294303842484,6.212663125324648,3,2.480139393605367,18,26.5,83.6
20240722,8.439358335967865,72.10526390620306,2.9786402631440705,3,2.6038934231471877,13,26.6,89.0
20240723,8.980976002458023,70.19061332863996,3.772184677192729,0,4.733421177911753,11,26.4,87.9
20240724,7.538041871283394,57.21971607238409,2.101309625155943,0,3.571304801653563,14,28.1,85.0
20240725,10.0,62.80887690096924,3.869056017767907,4,4.518783950446887,20,28.8,79.8
20240726,8.668365379511092,55.28232343042079,3.8359126805475623,1,2.971763116366452,14,28.7,81.9
20240727,9.333838215352523,78.48357705103479,3.885601727085741,0,6.014025058693775,15,28.9,83.6
20240728,8.954153892892723,64.86440224725962,1.000865210146196,2,3.5054050465877173,16,29.2,76.0
20240729,9.11960663269514,71.35020152354197,3.669751301666064,4,4.243684812232931,22,27.4,84.0
20240730,9.1234794809088,76.81185709245361,2.3710593181198827,4,5.161429542786296,24,28.6,78.8
20240731,8.479810612383226,66.99426125320332,3.142195111299053,1,4.17996922761464,16,29.4,74.5
20240801,8.61005331725803,61.76453750793408,4.579680122227613,0,4.005919354564192,18,29.9,75.5
20240802,9.215201633308077,61.78186300088281,2.39513536767232,3,5.047047858983561,26,29.6,79.4
20240803,9.613353239667669,69.64605587729369,6.932930926511363,2,3.756085968891668,34,30.2,75.0
20240804,8.865894430447948,66.70821906170791,3.673077690182412,1,3.348330636228764,29,31.8,69.3
20240805,8.63986807510717,62.75095177734032,3.601199831892115,3,3.352278485655968,28,30.0,75.5
20240806,10.0,75.57952632728373,7.386765151579162,1,4.708112433482423,14,29.5,74.8
20240807,8.124723858145193,59.31595266757032,3.4095093803889656,1,2.9008565915276128,17,29.6,72.0
20240808,9.02309658434349,64.62240097381523,2.686296963743234,0,3.9492784749505567,19,28.5,77.5
20240809,8.258479443846852,76.83544874320071,4.729948470821391,2,3.6568393540323183,26,29.3,74.1
20240810,9.291476541025128,61.08309760492435,2.4488972470269617,3,4.413890810676699,31,30.0,70.8
20240811,8.066624363391846,57.95529586776043,4.776451101488965,3,4.910195819926303,27,30.8,67.8
20240812,8.85068909211065,72.35357943219343,6.381170338295997,3,5.327684779796287,27,31.1,70.5
20240813,8.877824130227053,69.16456844795582,4.612242647958776,2,2.4417525363729915,22,31.3,70.0
20240814,8.72811583040422,66.05166126903684,4.09516849070129,1,3.779216146638809,24,30.0,73.0
20240815,9.185271206267307,69.54759360204294,5.339659013470037,3,4.054908401238223,21,29.2,74.6
20240816,8.345091678650943,71.72055636164625,5.4205526367238175,0,2.15324692757563,19,29.8,69.4
20240817,8.62427995760499,64.11397192208543,1.4876508897664888,3,2.130556404719087,20,29.8,71.0
20240818,10.0,79.75384662712706,5.708894743570084,4,3.6211298329986,17,29.5,73.8
20240819,9.278325650150116,80.43265388627879,5.860541620807355,1,1.988499662027236,23,29.7,72.3
20240820,10.0,72.17392909915553,6.005361220686264,3,4.7709834433093965,23,31.4,68.3
20240821,9.02202385977725,70.9220619142047,4.707281832549422,4,4.854931476544759,12,28.4,85.9
20240822,9.389141038733044,80.46666653821785,4.98137933958891,4,4.183928131450203,16,28.6,79.9
20240823,9.511555988944968,65.19433330933178,4.642825461552627,2,3.5124803253093515,27,28.4,73.5
20240824,7.814051498522999,62.92260852398037,4.620300219144899,1,2.107881205273549,38,27.6,78.8
20240825,8.86520631338983,74.2486591194234,4.941397885926278,2,3.5013799595876365,37,28.5,76.6
20240826,9.407145613710414,75.97386750719224,4.307814673178767,1,3.4459403209297967,35,28.1,77.8
20240827,9.547323693394643,79.9746591457234,2.9576580856428496,0,4.701189995938718,20,26.5,69.8
20240828,9.64287593633802,72.10493958534371,4.4024741086044985,3,4.167692268837497,12,28.2,62.1
20240829,9.156430563538551,62.11296237950364,3.850030081860906,4,4.872797925317971,9,28.4,61.0
20240830,9.446246433825213,88.02510022598811,5.894522530013565,0,2.1901675144875234,13,28.0,64.0
20240831,9.60661039036387,76.28121406880844,6.927684409113258,4,4.803003272167745,33,27.6,65.6
20240901,8.919716755976163,59.744344401162095,2.971580430389236,1,4.328115369988814,30,27.1,64.9
20240902,8.516041236997067,53.32227616258469,3.449458654417217,2,5.062475528897501,19,24.5,73.6
20240903,9.048417173687918,65.99314329834999,2.314358320583409,3,3.381614561446157,10,27.0,54.5
20240904,9.099479718970528,76.59873255092218,6.43513369544887,0,3.4685904478303646,19,27.9,61.4
20240905,9.283700120950543,68.54381607190427,4.6900558491112,4,2.9284770932549,23,26.3,79.1
20240906,9.659209257652556,57.73544183859728,5.512817957601637,4,3.261882685227669,14,24.0,79.3
20240907,9.190192559594676,69.14139699724197,3.708303204628699,4,0.9971821182324464,21,26.5,68.9
20240908,8.0286088494543,74.16546723683618,6.299063510151288,3,2.981451485452692,28,27.2,69.6
20240909,8.284428962373786,70.2495245243071,3.7172361280698025,3,2.8874284745542798,26,28.5,69.0
20240910,8.105603274747173,73.32009223006834,3.9905244947555314,2,2.3718213586147803,29,29.4,67.3
20240911,8.476164192828781,64.33201548965506,4.559509741847166,0,5.7140040446256,31,29.0,71.5
20240912,7.903566211181007,53.16592372621127,4.785643527070451,1,2.8182451567830147,9,25.4,91.5
20240913,8.188924623146674,58.840504045829306,3.4157183293403377,3,2.3018032289834207,12,25.9,91.4
20240914,7.742092532785128,62.09195998079176,5.041019332640902,0,4.137670992570874,12,28.0,80.3
20240915,8.25578370156455,68.0949186710027,6.141076267877147,2,3.0249305124882966,12,27.5,73.6
20240916,8.8385451266911,67.75203778609847,3.6875127251566897,2,4.194483187281619,6,26.8,74.0
20240917,8.854509545734842,69.94134315676433,5.038847117988252,0,4.559153293898416,12,28.6,77.0
20240918,9.256501753875009,80.93746047672,4.141463204264693,3,3.858422664356864,17,29.4,76.8
20240919,9.121783535343882,75.87364353177017,1.5934612235598626,2,4.871828827822689,20,29.1,77.4
20240920,8.908381760025971,68.34131157719727,3.738577317503797,1,4.262387904468818,13,25.0,89.8
20240921,8.558327867229222,65.1150783001206,5.044685471865826,2,3.7283038926343126,4,19.3,82.3
20240922,9.315904783668902,81.89066761709864,5.698049368199519,2,4.330299306847118,3,21.0,67.4
20240923,8.700323303713176,71.03075319138269,5.344215096276429,0,4.305550765160695,7,20.8,58.3
20240924,9.184934555565803,73.76459068286465,3.788585042547598,3,3.464857515874254,10,21.0,57.9
20240925,8.988396918818266,76.60157786954257,4.6170821355396665,4,5.108443489682939,16,23.3,65.6
20240926,9.25263767592462,79.22156386783716,7.553254689174666,1,2.76764829224224,18,23.6,75.1
20240927,8.506502209179224,73.50352183398671,4.697670084309038,1,4.165215380249249,15,22.7,72.8
20240928,9.30582344924589,70.49621275230193,3.549447552060206,4,3.963939565291015,12,23.2,59.3
20240929,7.521877869144867,65.58682197534552,5.717570621351959,4,2.4775274764707524,7,23.5,61.5
20240930,10.0,72.36668109189098,4.001555690513648,4,5.275362746752031,14,23.0,63.0
20241001,9.741954016894123,69.24140519461116,4.016513858356161,2,4.731554127339659,15,18.3,67.5
20241002,10.0,76.44214692447296,5.8701064544532535,1,4.871402548716878,13,14.9,48.8
20241003,9.003046685168666,76.34221228732618,5.8320611109529885,1,2.985382487924489,15,16.4,59.0
20241004,9.514594397461924,90.48131407486837,2.8258253602346253,1,4.738584889748669,15,17.6,60.0
20241005,8.675435903658187,61.79079776796719,5.683580196161718,1,4.0532996879948575,24,17.5,60.4
20241006,9.78771011598378,73.80974707863214,2.354524323254473,3,2.9713194424864517,21,15.4,73.5
20241007,9.772496635994424,74.09892565442043,4.361757330642393,3,3.780296784762237,34,16.9,73.9
20241008,8.162249292608207,53.41068275176822,4.100906437380616,2,3.88531485211347,34,17.7,73.9
20241009,9.147256573457598,68.78276482000703,2.731617659514305,4,4.024956117394536,12,18.8,64.1
20241010,8.926903383455713,67.49584943724098,5.410384374739056,1,3.077865624710653,18,18.8,66.3
20241011,9.230584356099763,72.31917372885681,5.932130983621005,1,5.0713558259720175,33,18.6,68.8
20241012,9.771188245995376,76.45544661435781,5.030823835648112,3,4.492893800014064,35,18.3,60.6
20241013,9.557536837059136,73.21279716012157,5.975722189564806,1,4.118416337954413,26,18.3,67.0
20241014,8.447966630143789,64.21849430692576,5.152200402301103,2,5.550255709485365,19,19.3,70.3
20241015,9.4242004711646,68.42855991027317,3.847498162250882,0,3.786886022337919,19,19.2,85.0
20241016,9.171912316850142,80.256066826257,5.268042140521779,0,4.296735075659813,33,18.2,76.9
20241017,8.856161864192073,72.1029482274562,4.252753043835533,0,4.555393651946676,38,19.0,70.4
20241018,9.25589225446056,69.35756848254668,5.519964736630229,1,4.867154491167962,21,17.4,86.1
20241019,10.0,73.29262615185803,5.036537636266754,4,3.9900245282517455,5,16.6,75.0
20241020,10.0,76.73646901232276,4.92229366433027,1,5.056069585827292,11,13.4,56.0
20241021,8.964306052433804,76.18274604031568,4.142356856932216,2,3.2373571085778297,19,14.8,66.4
20241022,9.596071483131652,87.42076899205847,4.462731221300095,4,5.36737427473604,12,15.5,90.8
20241023,8.61000494649993,71.04318570594845,3.536780984878579,4,3.36243605044106,15,12.7,75.3
20241024,9.58894006843592,68.96046606943989,4.524106364652878,2,4.226786280653199,26,12.5,71.4
20241025,9.076993220359295,70.44575936671681,5.653755099273944,0,4.270521112178307,26,14.9,64.1
20241026,8.590724129480595,74.27391265918227,3.8740518562897375,4,3.289328122546005,23,17.0,68.3
20241027,10.0,68.200386209606,6.6287128521027405,3,4.698453713059016,25,16.0,79.4
20241028,8.178444786347086,62.41211046548645,3.2707104885741574,2,3.4782074083163037,29,15.7,75.9
20241029,9.792917447446683,77.7877576271287,4.819013781874501,4,4.346005193466439,13,15.0,64.6
20241030,9.123262201615304,68.1007727425324,8.060049687967975,0,3.693614868172831,26,15.7,71.3
20241031,8.237056388820292,66.88992356841935,4.691527937486375,0,2.328462986296758,32,15.9,67.8
20241101,9.186161093698509,65.2806687097277,5.788245287537647,4,4.647792546698102,36,15.3,70.8
20241102,8.480556295106322,65.50840349740263,1.7694328176911354,1,4.1813820795928125,31,18.1,58.9
20241103,8.495016720782761,69.35817425877057,3.838757396874127,1,3.2249986372949624,23,17.6,71.1
20241104,8.84060585085785,73.00261233464937,4.234218220631221,1,5.116716542331014,25,14.8,62.0
20241105,9.68921412145528,85.60806457509024,5.959554141420696,2,3.609859904121258,25,9.1,49.8
20241106,8.501639518387998,70.7387913615858,4.7337722164728495,0,3.1643557961078965,20,7.5,46.1
20241107,7.970176806069328,67.87253468593083,4.7477650011773616,0,2.634855686744164,50,7.8,48.1
20241108,9.140203068970331,75.67499917561076,5.033974026139933,3,2.973064334526142,37,10.2,50.8
20241109,8.952115342047405,62.40618963713568,5.458695076538175,4,4.331238131822392,33,12.9,55.8
20241110,9.010715429063575,67.08005163828473,3.0198640639249934,4,3.12438055744684,25,14.4,64.0
20241111,8.962505315420731,64.0396740022703,6.572442831241405,3,3.8106734348859095,49,14.6,64.5
20241112,7.831425944160053,59.57136784210699,3.641158116185653,0,4.585106584559227,36,14.3,66.8
20241113,9.005533811072985,72.73692873171285,2.9758643243089686,1,5.258155702603483,41,14.2,62.9
20241114,9.013101695342735,71.00297672503375,2.747680147021592,0,5.122105317897386,34,14.8,68.4
20241115,8.321533066608351,62.37559454203158,0.8986070976184961,2,4.589106873384367,29,17.0,65.1
20241116,9.704644783971338,75.93862379198683,5.94316106734635,2,4.533471067136913,25,17.0,72.5
20241117,8.019356468009898,72.77582477049441,5.36397411856316,0,3.586290685912517,20,7.0,47.6
20241118,7.8909813228664865,68.16576218966104,0.0,2,4.242984572715451,15,2.8,30.9
20241119,8.463808547824092,80.59721240668718,6.626616065050543,0,2.0956805818677173,26,5.7,49.5
20241120,9.793325759654168,88.53389686157216,5.104460280443647,2,4.639642748931832,41,6.5,65.8
20241121,9.226899228199764,81.71341950790024,5.205111518946087,0,2.627298206554592,55,9.7,71.9
20241122,10.0,73.86413540369061,6.11848890183382,2,5.257663595146614,34,6.2,48.0
20241123,8.221332116997285,50.08167938465651,3.89031913821278,1,3.754141288920189,25,6.4,47.1
20241124,9.913334849727576,77.33218731371647,3.873388503291543,0,4.439323294819105,16,7.4,58.4
20241125,9.46209061699748,84.14742577112854,5.998015383777164,2,4.320809462371607,23,10.1,57.6
20241126,9.573302374687456,73.93867755405638,5.107622074180367,4,4.678929203816548,10,5.8,86.4
20241127,10.0,80.3530018007629,5.097064380067047,4,3.988866616703078,9,-0.4,90.6
20241128,7.223214434158581,70.5640027772682,5.285403374623739,1,1.849668205213684,17,0.8,82.0
20241129,8.248782991270694,63.66915338330315,2.985403503984585,1,5.256648959812575,31,0.2,76.3
20241130,10.0,82.1772913013996,4.588882627447243,0,3.7457195112229775,25,2.5,81.6
20241201,9.241577842726498,62.5569576704882,6.797165427648293,0,5.099916093565528,30,5.2,89.3
20241202,9.371099658737954,62.715446942822624,2.883547232814452,3,5.063553417997647,46,6.4,79.9
20241203,9.429693055728045,76.31950170344706,5.677758449131334,0,4.841222250525764,16,1.3,48.6
20241204,8.178219999726448,65.18023164862119,1.1246744795175905,0,2.9164301030528827,21,3.1,52.1
20241205,9.56759685896281,72.29937593173791,7.091479221516813,4,5.7077504996675685,21,3.9,62.8
20241206,10.0,77.25326399670472,6.978083304217087,1,6.643965015122321,25,2.1,49.3
20241207,9.039574314123126,66.37234209975513,2.798081849780978,2,4.941595985338476,22,0.2,56.9
20241208,8.560206091350622,60.07030979199333,0.7069322238023141,0,3.757517380625523,21,-0.2,46.5
20241209,9.237477159227948,63.28459643530856,4.098116137535853,0,4.084461274482449,32,1.0,56.1
20241210,8.488288112307663,67.44117926216444,3.5303478934619466,3,4.873731085907032,40,2.6,58.9
20241211,9.099353583480749,56.24730624155853,1.3676173547136266,1,4.151028542545091,59,3.0,50.3
20241212,8.499839819731383,63.37905952169277,2.686071995265632,2,3.2790842932636197,43,0.5,45.8
20241213,9.809418919763775,75.49683274331812,3.882037634374453,2,4.7121043662882816,27,1.0,42.1
20241214,8.848774575386042,63.40778648753239,1.9180202375623936,2,3.2908486633370777,28,-0.8,51.0
20241215,9.98401830466826,63.27153590435191,3.158107697954384,3,3.5844754114207538,18,1.2,54.1
20241216,9.638581371049158,69.65882025644143,6.654092936328807,4,5.323352135596527,29,-0.2,65.9
20241217,8.274135604897369,70.88054106724258,1.5869472839004382,3,1.8210144597672269,24,-0.8,51.8
20241218,10.0,74.83108279009038,6.347588833587204,2,4.274115993747327,30,-3.4,47.1
20241219,9.674883985488927,64.2103302697685,2.046737498948106,0,6.036250149939328,52,-1.4,47.4
20241220,8.447797573753286,64.6066195557327,2.899151751142913,2,4.011804702787822,59,1.4,60.9
20241221,9.457330962439332,65.68331238369868,4.469687393227539,1,4.184258725407982,52,-0.7,74.1
20241222,9.212150390701687,76.0481700622411,8.710598511162141,0,4.983505950530558,19,-3.4,52.9
20241223,8.88706331177393,71.38605973663921,3.674124870635557,1,4.994892716081502,28,0.3,58.5
20241224,10.0,70.58864604325811,4.687162677025063,4,3.7544146125965305,33,-0.4,50.3
20241225,8.080629052819045,59.09139261498268,2.4997901558220783,4,2.271521682440275,34,2.7,63.1
20241226,8.340127148619967,72.79016580739685,3.1797038256482946,0,3.562652046883136,65,0.1,57.9
20241227,8.68672876590054,69.46458214242303,3.7843839485554422,1,4.1985086172881765,30,-2.6,51.4
20241228,7.5738833110707,63.965368338450006,4.590895206467555,1,3.266361695911572,30,-3.0,48.3
20241229,9.221290150988084,75.19403337034261,7.473550372933497,4,3.8662456298316616,24,1.1,56.1
20241230,9.445639410839307,75.26903601730756,4.274650615853076,3,4.1336494648280535,54,5.5,68.5
20241231,8.736117712137304,75.41717472799544,5.822588104364414,1,4.183283844384003,51,0.6,45.8
